date,close
1-Sep-13,138.34
15-Sep-13,130.37
1-Oct-13,132.18
15-Oct-13,145.24
1-Nov-13,206.18
15-Nov-13,417.95
1-Dec-13,1129.43
15-Dec-13,876.12
1-Jan-14,771.4
15-Jan-14,860.9
1-Feb-14,832.58
15-Feb-14,650.92
1-Mar-14,565.61
15-Mar-14,636.12
1-Apr-14,478.38
15-Apr-14,515.59
1-May-14,457.76
15-May-14,447.25
1-Jun-14,630.23
15-Jun-14,592.94
1-Jul-14,640.81
15-Jul-14,616.8
1-Aug-14,594.92
15-Aug-14,519.71

