date,close
1-May-17,1421.6
15-May-17,1808.91
1-Jun-17,2407.88
15-Jun-17,2518.56
1-Jul-17,2434.55
15-Jul-17,1929.82
1-Aug-17,2718.26
15-Aug-17,4181.93
1-Sep-17,4892.01
15-Sep-17,3154.95
1-Oct-17,4403.74
15-Oct-17,5678.19
1-Nov-17,6767.31
15-Nov-17,7315.54
1-Dec-17,10975.6
15-Dec-17,19497.4
1-Jan-18,13657.2
15-Jan-18,13772
1-Feb-18,9170.54
15-Feb-18,10166.4
1-Mar-18,10951
15-Mar-18,8300.86
1-Apr-18,6844.23
15-Apr-18,6770.73


