date,close
1-Oct-10,0.95
1-Nov-10,1
1-Dec-10,1.12
1-Jan-11,1.57
1-Feb-11,2.25
1-Mar-11,2.36
1-Apr-11,2.37
1-May-11,5.70
1-Jun-11,32.11
1-Jul-11,15.29
1-Aug-11,8.11
1-Sep-11,11.78
1-Oct-11,5.56
1-Nov-11,3.20
